Cross Validation is off.
TRAINING - Epoch #560 Error:0.148867970732835
TRAINING - Epoch #561 Error:0.14860330380069794
TRAINING - Epoch #562 Error:0.14859596896767355
TRAINING - Epoch #563 Error:0.1488266494586882
TRAINING - Epoch #564 Error:0.14842261216104827
TRAINING - Epoch #565 Error:0.14838902811812946
TRAINING - Epoch #566 Error:0.14831100939405473
TRAINING - Epoch #567 Error:0.14821542591620837
TRAINING - Epoch #568 Error:0.14809445243619648
TRAINING - Epoch #569 Error:0.14794777994459596
TRAINING - Epoch #570 Error:0.1477832685434251
TRAINING - Epoch #571 Error:0.14758105426466483
TRAINING - Epoch #572 Error:0.14734488580707097
TRAINING - Epoch #573 Error:0.14708041523221785
TRAINING - Epoch #574 Error:0.14679866315599632
TRAINING - Epoch #575 Error:0.14647230986799156
TRAINING - Epoch #576 Error:0.14611475745984362
TRAINING - Epoch #577 Error:0.14595317670872196
TRAINING - Epoch #578 Error:0.14587844688263127
TRAINING - Epoch #579 Error:0.14598704699896584
TRAINING - Epoch #580 Error:0.14572247649359707
TRAINING - Epoch #581 Error:0.14565287526190626
TRAINING - Epoch #582 Error:0.14552028282820104
TRAINING - Epoch #583 Error:0.1453713671137447
TRAINING - Epoch #584 Error:0.14519664624359307
TRAINING - Epoch #585 Error:0.14500276688994285
TRAINING - Epoch #586 Error:0.1447671841106762
TRAINING - Epoch #587 Error:0.14449761888578064
TRAINING - Epoch #588 Error:0.14419232594380268
TRAINING - Epoch #589 Error:0.14384784578277107
TRAINING - Epoch #590 Error:0.1434857266477028
TRAINING - Epoch #591 Error:0.14307302305212
TRAINING - Epoch #592 Error:0.14299773292800852
TRAINING - Epoch #593 Error:0.14326711675313916
TRAINING - Epoch #594 Error:0.14291387703278616
TRAINING - Epoch #595 Error:0.14284980840609632
TRAINING - Epoch #596 Error:0.14265880606971348
TRAINING - Epoch #597 Error:0.14258972839984485
TRAINING - Epoch #598 Error:0.1424729720596579
TRAINING - Epoch #599 Error:0.14238358184066005
TRAINING - Epoch #600 Error:0.14227966049329824
TRAINING - Epoch #601 Error:0.1421352803995138
TRAINING - Epoch #602 Error:0.141985876825964
TRAINING - Epoch #603 Error:0.14179992675602746
TRAINING - Epoch #604 Error:0.14160992216838408
TRAINING - Epoch #605 Error:0.1414016241918609
TRAINING - Epoch #606 Error:0.14120077410801413
TRAINING - Epoch #607 Error:0.1409927206634515
TRAINING - Epoch #608 Error:0.14085393634190627
TRAINING - Epoch #609 Error:0.14082745972875177
TRAINING - Epoch #610 Error:0.140827772927993
TRAINING - Epoch #611 Error:0.14069313831573257
TRAINING - Epoch #612 Error:0.1405900877709678
TRAINING - Epoch #613 Error:0.14046613748429893
TRAINING - Epoch #614 Error:0.14030144619601945
TRAINING - Epoch #615 Error:0.14011296624304104
TRAINING - Epoch #616 Error:0.13991789733110005
TRAINING - Epoch #617 Error:0.1396694857737133
TRAINING - Epoch #618 Error:0.1394053135274778
TRAINING - Epoch #619 Error:0.13932810196355838
TRAINING - Epoch #620 Error:0.1393961968975663
TRAINING - Epoch #621 Error:0.13920733409178762
TRAINING - Epoch #622 Error:0.13905434088154014
TRAINING - Epoch #623 Error:0.13886456301719743
TRAINING - Epoch #624 Error:0.1387065208515604
TRAINING - Epoch #625 Error:0.13841416894241965
TRAINING - Epoch #626 Error:0.1381393767617781
TRAINING - Epoch #627 Error:0.1378430819529602
TRAINING - Epoch #628 Error:0.13774160240741518
TRAINING - Epoch #629 Error:0.13757483102276083
TRAINING - Epoch #630 Error:0.13729747920039997
TRAINING - Epoch #631 Error:0.1370188133247186
TRAINING - Epoch #632 Error:0.1367578043309829
TRAINING - Epoch #633 Error:0.1364268671256831
TRAINING - Epoch #634 Error:0.13605191605921438
TRAINING - Epoch #635 Error:0.13563840073850766
TRAINING - Epoch #636 Error:0.13637610555889934
TRAINING - Epoch #637 Error:0.1366374870424896
TRAINING - Epoch #638 Error:0.1356310132645822
TRAINING - Epoch #639 Error:0.13578790556574746
TRAINING - Epoch #640 Error:0.13542266527382585
TRAINING - Epoch #641 Error:0.1354265767539925
TRAINING - Epoch #642 Error:0.13532187744705673
TRAINING - Epoch #643 Error:0.13526773121431834
TRAINING - Epoch #644 Error:0.13514945464467373
TRAINING - Epoch #645 Error:0.1349770441308229
TRAINING - Epoch #646 Error:0.1347782220162876
TRAINING - Epoch #647 Error:0.1346284891956537
TRAINING - Epoch #648 Error:0.13449806971092607
TRAINING - Epoch #649 Error:0.1343538520403307
TRAINING - Epoch #650 Error:0.13417358858381703
TRAINING - Epoch #651 Error:0.13404897560598827
TRAINING - Epoch #652 Error:0.13397187678756076
TRAINING - Epoch #653 Error:0.13391077048416697
TRAINING - Epoch #654 Error:0.13386428524125843
TRAINING - Epoch #655 Error:0.1337942414377993
TRAINING - Epoch #656 Error:0.13368302926482392
TRAINING - Epoch #657 Error:0.13355751036615893
TRAINING - Epoch #658 Error:0.13341385146175114
TRAINING - Epoch #659 Error:0.13326546613796172
TRAINING - Epoch #660 Error:0.13307624501669624
TRAINING - Epoch #661 Error:0.1328674629645915
TRAINING - Epoch #662 Error:0.13261713406239653
TRAINING - Epoch #663 Error:0.13233280052932053
TRAINING - Epoch #664 Error:0.13224707462519705
TRAINING - Epoch #665 Error:0.13269646956890196
TRAINING - Epoch #666 Error:0.1322109732299075
TRAINING - Epoch #667 Error:0.13218075594413278
TRAINING - Epoch #668 Error:0.13206527754109462
TRAINING - Epoch #669 Error:0.13196943343018822
TRAINING - Epoch #670 Error:0.13187424773139686
TRAINING - Epoch #671 Error:0.13176104204519296
TRAINING - Epoch #672 Error:0.13164921395570411
TRAINING - Epoch #673 Error:0.13151588470364545
TRAINING - Epoch #674 Error:0.13136285176005608
TRAINING - Epoch #675 Error:0.13120303542440287
TRAINING - Epoch #676 Error:0.13102437844269557
TRAINING - Epoch #677 Error:0.13082300098070196
TRAINING - Epoch #678 Error:0.13061917560169278
TRAINING - Epoch #679 Error:0.1303859120541265
TRAINING - Epoch #680 Error:0.13026692555630884
TRAINING - Epoch #681 Error:0.13051799020153396
TRAINING - Epoch #682 Error:0.13016785886805643
TRAINING - Epoch #683 Error:0.1302177790127579
TRAINING - Epoch #684 Error:0.13008003422770373
TRAINING - Epoch #685 Error:0.13002321575475975
TRAINING - Epoch #686 Error:0.1299217894271981
TRAINING - Epoch #687 Error:0.12980037971882583
TRAINING - Epoch #688 Error:0.12966298127572412
TRAINING - Epoch #689 Error:0.12952438010209852
TRAINING - Epoch #690 Error:0.12936528718651683
TRAINING - Epoch #691 Error:0.12917002226335458
TRAINING - Epoch #692 Error:0.12897537418312396
TRAINING - Epoch #693 Error:0.12888262748596288
TRAINING - Epoch #694 Error:0.1289251298813209
TRAINING - Epoch #695 Error:0.12874386655932005
TRAINING - Epoch #696 Error:0.12874257496804956
TRAINING - Epoch #697 Error:0.12863590004900777
TRAINING - Epoch #698 Error:0.1285533082809459
TRAINING - Epoch #699 Error:0.12844671214311776
TRAINING - Epoch #700 Error:0.12830728734400515
TRAINING - Epoch #701 Error:0.12814663351656477
TRAINING - Epoch #702 Error:0.1279572646728065
TRAINING - Epoch #703 Error:0.12775842719662317
TRAINING - Epoch #704 Error:0.12754065410487983
TRAINING - Epoch #705 Error:0.12726352631413293
TRAINING - Epoch #706 Error:0.12694196871009314
TRAINING - Epoch #707 Error:0.1270010781316475
TRAINING - Epoch #708 Error:0.12763577867427214
TRAINING - Epoch #709 Error:0.1267115872327125
TRAINING - Epoch #710 Error:0.12677031506171946
TRAINING - Epoch #711 Error:0.12662192909305278
TRAINING - Epoch #712 Error:0.12657977836927192
TRAINING - Epoch #713 Error:0.12646421239749103
TRAINING - Epoch #714 Error:0.12641027836677846
TRAINING - Epoch #715 Error:0.1263841475427081
TRAINING - Epoch #716 Error:0.1263256474771655
TRAINING - Epoch #717 Error:0.12627644949827677
TRAINING - Epoch #718 Error:0.12618975904311738
TRAINING - Epoch #719 Error:0.12609515030709165
TRAINING - Epoch #720 Error:0.12597952896745715
TRAINING - Epoch #721 Error:0.12585172219201937
TRAINING - Epoch #722 Error:0.12569632961385804
TRAINING - Epoch #723 Error:0.1255172236195771
TRAINING - Epoch #724 Error:0.12533252073282813
TRAINING - Epoch #725 Error:0.12513939798760973
TRAINING - Epoch #726 Error:0.12493277096102202
TRAINING - Epoch #727 Error:0.12485074678560452
TRAINING - Epoch #728 Error:0.12475091684409922
TRAINING - Epoch #729 Error:0.12482988722927768
TRAINING - Epoch #730 Error:0.12474193772262705
TRAINING - Epoch #731 Error:0.12466627116730851
TRAINING - Epoch #732 Error:0.12460656718247719
TRAINING - Epoch #733 Error:0.1245545099351718
TRAINING - Epoch #734 Error:0.12447469193625914
TRAINING - Epoch #735 Error:0.12437674828419754
TRAINING - Epoch #736 Error:0.1242742796220508
TRAINING - Epoch #737 Error:0.12414523091434497
TRAINING - Epoch #738 Error:0.12399488159160038
TRAINING - Epoch #739 Error:0.12383668789685469
TRAINING - Epoch #740 Error:0.12364750635110293
TRAINING - Epoch #741 Error:0.12343697366821398
TRAINING - Epoch #742 Error:0.12323871770059103
TRAINING - Epoch #743 Error:0.1229766794278554
TRAINING - Epoch #744 Error:0.122895698864668
TRAINING - Epoch #745 Error:0.12267401531551218
TRAINING - Epoch #746 Error:0.12298514932230921
TRAINING - Epoch #747 Error:0.12262878539010369
TRAINING - Epoch #748 Error:0.12260629149422954
TRAINING - Epoch #749 Error:0.12249431664250816
TRAINING - Epoch #750 Error:0.12245622836347836
TRAINING - Epoch #751 Error:0.12238909920693086
TRAINING - Epoch #752 Error:0.12233705582094045
TRAINING - Epoch #753 Error:0.12227215564901343
TRAINING - Epoch #754 Error:0.12218634482265851
TRAINING - Epoch #755 Error:0.12208305235643813
TRAINING - Epoch #756 Error:0.12196089798592273
TRAINING - Epoch #757 Error:0.12182332274723535
TRAINING - Epoch #758 Error:0.12169582244070516
TRAINING - Epoch #759 Error:0.1215597906305285
TRAINING - Epoch #760 Error:0.12144296673761173
TRAINING - Epoch #761 Error:0.1215407615340291
TRAINING - Epoch #762 Error:0.1213032396756441
TRAINING - Epoch #763 Error:0.12124539953389189
TRAINING - Epoch #764 Error:0.1211198824568609
TRAINING - Epoch #765 Error:0.12107086735305023
TRAINING - Epoch #766 Error:0.12109956768325725
TRAINING - Epoch #767 Error:0.1210002430157039
TRAINING - Epoch #768 Error:0.12093034371627258
TRAINING - Epoch #769 Error:0.12083926502923252
TRAINING - Epoch #770 Error:0.12073868125264102
TRAINING - Epoch #771 Error:0.12066322197048969
TRAINING - Epoch #772 Error:0.12058188899524525
TRAINING - Epoch #773 Error:0.12046790897590824
TRAINING - Epoch #774 Error:0.12032633034070173
TRAINING - Epoch #775 Error:0.12016444870149716
TRAINING - Epoch #776 Error:0.1199794054429884
TRAINING - Epoch #777 Error:0.1197633903157736
TRAINING - Epoch #778 Error:0.11951696119588441
TRAINING - Epoch #779 Error:0.11945751944541544
TRAINING - Epoch #780 Error:0.11996366986361483
TRAINING - Epoch #781 Error:0.11931274772851175
TRAINING - Epoch #782 Error:0.11927754224109945
TRAINING - Epoch #783 Error:0.11919124209508651
TRAINING - Epoch #784 Error:0.11914194993501044
TRAINING - Epoch #785 Error:0.11908817172907338
TRAINING - Epoch #786 Error:0.11901588222611126
TRAINING - Epoch #787 Error:0.11891068708663965
TRAINING - Epoch #788 Error:0.11879731621882073
TRAINING - Epoch #789 Error:0.11866062601582535
TRAINING - Epoch #790 Error:0.11850577202111251
TRAINING - Epoch #791 Error:0.11838663821563435
TRAINING - Epoch #792 Error:0.11823886061943416
TRAINING - Epoch #793 Error:0.11849241422574941
TRAINING - Epoch #794 Error:0.11816893966294047
TRAINING - Epoch #795 Error:0.11811969961668688
TRAINING - Epoch #796 Error:0.11794645282630946
TRAINING - Epoch #797 Error:0.11779456206078731
TRAINING - Epoch #798 Error:0.11768508906424104
TRAINING - Epoch #799 Error:0.11760809983045269
TRAINING - Epoch #800 Error:0.11765210530049937
TRAINING - Epoch #801 Error:0.11745883602997043
TRAINING - Epoch #802 Error:0.11745933688555095
TRAINING - Epoch #803 Error:0.1173550366300878
TRAINING - Epoch #804 Error:0.1172662648384022
TRAINING - Epoch #805 Error:0.11743544027433206
TRAINING - Epoch #806 Error:0.11714428067250592
TRAINING - Epoch #807 Error:0.11710561781929756
TRAINING - Epoch #808 Error:0.11696503532921919
TRAINING - Epoch #809 Error:0.11685157565504578
TRAINING - Epoch #810 Error:0.11671348564622878
TRAINING - Epoch #811 Error:0.11655840968552394
TRAINING - Epoch #812 Error:0.11650569287314493
TRAINING - Epoch #813 Error:0.11647992437635635
TRAINING - Epoch #814 Error:0.11643152189550073
TRAINING - Epoch #815 Error:0.11636973522720077
TRAINING - Epoch #816 Error:0.11633969068546418
TRAINING - Epoch #817 Error:0.11628277108050307
TRAINING - Epoch #818 Error:0.11620503911574702
TRAINING - Epoch #819 Error:0.11612138464245407
TRAINING - Epoch #820 Error:0.11603249910057416
TRAINING - Epoch #821 Error:0.1159419948644252
TRAINING - Epoch #822 Error:0.11591105221221963
TRAINING - Epoch #823 Error:0.11586199010070992
TRAINING - Epoch #824 Error:0.11582747391304869
TRAINING - Epoch #825 Error:0.11576713469625828
TRAINING - Epoch #826 Error:0.11569564820405433
TRAINING - Epoch #827 Error:0.11562375711077831
TRAINING - Epoch #828 Error:0.1155431022179651
TRAINING - Epoch #829 Error:0.11546130830335315
TRAINING - Epoch #830 Error:0.1153498312911373
TRAINING - Epoch #831 Error:0.11522055862949294
TRAINING - Epoch #832 Error:0.11508260762059808
TRAINING - Epoch #833 Error:0.11493324236638648
TRAINING - Epoch #834 Error:0.11475360809014283
TRAINING - Epoch #835 Error:0.11453320266418571
TRAINING - Epoch #836 Error:0.11437302627044732
TRAINING - Epoch #837 Error:0.11442135857418691
TRAINING - Epoch #838 Error:0.11453283857413131
TRAINING - Epoch #839 Error:0.11429040236560722
TRAINING - Epoch #840 Error:0.11428789964570135
TRAINING - Epoch #841 Error:0.11417449310751439
TRAINING - Epoch #842 Error:0.11410296934975549
TRAINING - Epoch #843 Error:0.11401501664604101
TRAINING - Epoch #844 Error:0.11390540429298827
TRAINING - Epoch #845 Error:0.11378638839331558
TRAINING - Epoch #846 Error:0.11366995592347222
TRAINING - Epoch #847 Error:0.11352187589475869
TRAINING - Epoch #848 Error:0.11335223463031907
TRAINING - Epoch #849 Error:0.1131737019841197
TRAINING - Epoch #850 Error:0.11297639916728192
TRAINING - Epoch #851 Error:0.11284533178503997
TRAINING - Epoch #852 Error:0.11305066370000615
TRAINING - Epoch #853 Error:0.11274876442944781
TRAINING - Epoch #854 Error:0.1126838983258472
TRAINING - Epoch #855 Error:0.11251014049169654
TRAINING - Epoch #856 Error:0.11249336583827767
TRAINING - Epoch #857 Error:0.11241254903877244
TRAINING - Epoch #858 Error:0.11231303976081135
TRAINING - Epoch #859 Error:0.11221528683517755
TRAINING - Epoch #860 Error:0.11213678538851046
TRAINING - Epoch #861 Error:0.11199438420905759
TRAINING - Epoch #862 Error:0.11185209505136116
TRAINING - Epoch #863 Error:0.11170751026415147
TRAINING - Epoch #864 Error:0.11156196936288636
TRAINING - Epoch #865 Error:0.11150306436805768
TRAINING - Epoch #866 Error:0.11133463490317357
TRAINING - Epoch #867 Error:0.11142886793352731
TRAINING - Epoch #868 Error:0.11129250792352179
TRAINING - Epoch #869 Error:0.11121396142754414
TRAINING - Epoch #870 Error:0.11110832386000226
TRAINING - Epoch #871 Error:0.11098806156106134
TRAINING - Epoch #872 Error:0.11085452425293411
TRAINING - Epoch #873 Error:0.1107113340239644
TRAINING - Epoch #874 Error:0.11083152620392522
TRAINING - Epoch #875 Error:0.11063199110732853
TRAINING - Epoch #876 Error:0.11061734340465351
TRAINING - Epoch #877 Error:0.11054759401062882
TRAINING - Epoch #878 Error:0.11047770560441252
TRAINING - Epoch #879 Error:0.11039360215973441
TRAINING - Epoch #880 Error:0.11029426110514322
TRAINING - Epoch #881 Error:0.11017703778734443
TRAINING - Epoch #882 Error:0.11004912379652408
TRAINING - Epoch #883 Error:0.10991248262532038
TRAINING - Epoch #884 Error:0.10976754716861424
TRAINING - Epoch #885 Error:0.10969287111511278
TRAINING - Epoch #886 Error:0.109665954832095
TRAINING - Epoch #887 Error:0.1095713338340885
TRAINING - Epoch #888 Error:0.10950075476037217
TRAINING - Epoch #889 Error:0.10949388832972877
TRAINING - Epoch #890 Error:0.10939201638823641
TRAINING - Epoch #891 Error:0.10931896676012483
TRAINING - Epoch #892 Error:0.10922955517859351
TRAINING - Epoch #893 Error:0.10917449487314519
TRAINING - Epoch #894 Error:0.10906617176646329
TRAINING - Epoch #895 Error:0.10895218661406958
TRAINING - Epoch #896 Error:0.10882647256713944
TRAINING - Epoch #897 Error:0.10871453010447296
TRAINING - Epoch #898 Error:0.10859667071124512
TRAINING - Epoch #899 Error:0.10846730961266836
TRAINING - Epoch #900 Error:0.10836105569715633
TRAINING - Epoch #901 Error:0.10841893726720085
TRAINING - Epoch #902 Error:0.10837121141510823
TRAINING - Epoch #903 Error:0.10827093325055959
TRAINING - Epoch #904 Error:0.10820118614281947
TRAINING - Epoch #905 Error:0.10813158875487072
TRAINING - Epoch #906 Error:0.10804093523857562
TRAINING - Epoch #907 Error:0.10796045330777648
TRAINING - Epoch #908 Error:0.10784779989711933
TRAINING - Epoch #909 Error:0.1077461009266847
TRAINING - Epoch #910 Error:0.10763983965178851
TRAINING - Epoch #911 Error:0.10750868975449568
TRAINING - Epoch #912 Error:0.10735812013781411
TRAINING - Epoch #913 Error:0.10718253490809702
TRAINING - Epoch #914 Error:0.10699971425153737
TRAINING - Epoch #915 Error:0.10698450896972327
TRAINING - Epoch #916 Error:0.10709902409727486
TRAINING - Epoch #917 Error:0.10681583897860485
TRAINING - Epoch #918 Error:0.10685663303567565
TRAINING - Epoch #919 Error:0.10677408252623662
TRAINING - Epoch #920 Error:0.10671154849194218
TRAINING - Epoch #921 Error:0.10662518411811782
TRAINING - Epoch #922 Error:0.10653046696598185
TRAINING - Epoch #923 Error:0.10644834171225147
TRAINING - Epoch #924 Error:0.10632722667636803
TRAINING - Epoch #925 Error:0.10625707579545769
TRAINING - Epoch #926 Error:0.10615819297976015
TRAINING - Epoch #927 Error:0.10606456070752607
TRAINING - Epoch #928 Error:0.1059905205028222
TRAINING - Epoch #929 Error:0.10597699296345836
TRAINING - Epoch #930 Error:0.10591534981817319
TRAINING - Epoch #931 Error:0.1058405263819453
TRAINING - Epoch #932 Error:0.10572943691335589
TRAINING - Epoch #933 Error:0.10561436804573371
TRAINING - Epoch #934 Error:0.10548223002589857
TRAINING - Epoch #935 Error:0.10544282335130906
TRAINING - Epoch #936 Error:0.10535210170449928
TRAINING - Epoch #937 Error:0.10529221358055056
TRAINING - Epoch #938 Error:0.10518376399746093
TRAINING - Epoch #939 Error:0.10507188806340306
TRAINING - Epoch #940 Error:0.10494759765548313
TRAINING - Epoch #941 Error:0.10482079084175906
TRAINING - Epoch #942 Error:0.10470536982422768
TRAINING - Epoch #943 Error:0.1046088404191403
TRAINING - Epoch #944 Error:0.10448782900021142
TRAINING - Epoch #945 Error:0.10435591464950304
TRAINING - Epoch #946 Error:0.10438067924154482
TRAINING - Epoch #947 Error:0.10425367674278246
